name;grbc_code;fks_code;fkr_subcode;csr_code;kvr_code;year2012;year2013;year2014
Пособия и компенсации гражданам и иные социальные выплаты, кроме публичных нормативных обязательств;188;09;01;5142203;321;27,8;;
Подъемное пособие при переезде военнослужащим, проходящим военную службу по контракту, на новое место военной службы в другой населенный пункт, в том числе на территорию или с территории иностранного государства, в связи с назначением на воинскую должность, зачислением в военное образовательное учреждение профессионального образования, срок обучения в котором более одного года, или в связи с передислокацией воинской части;188;09;01;5142204;;6 200,0;9 000,0;9 000,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;01;5142204;100;6 200,0;9 000,0;9 000,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;01;5142204;130;6 200,0;9 000,0;9 000,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;09;01;5142204;133;6 200,0;9 000,0;9 000,0
"Указ Президента Российской Федерации от 30 мая 1994 года № 1110 ""О размере компенсационных выплат отдельным категориям граждан""";188;09;01;5143500;;73,0;60,0;60,0
Ежемесячные компенсационные выплаты матерям (или другим родственникам, фактически осуществляющим уход за ребенком), состоящим в трудовых отношениях на условиях найма с организациями, и женщинам-военнослужащим, находящимся в отпуске по уходу за ребенком;188;09;01;5143503;;73,0;60,0;60,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;01;5143503;100;73,0;60,0;60,0
Расходы на выплаты персоналу казенных учреждений;188;09;01;5143503;110;25,0;15,0;15,0
Иные выплаты персоналу, за исключением фонда оплаты труда;188;09;01;5143503;112;25,0;15,0;15,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;01;5143503;130;48,0;45,0;45,0
Иные выплаты персоналу, за исключением денежного довольствия;188;09;01;5143503;134;48,0;45,0;45,0
Организация и проведение XXII Олимпийских зимних игр и XI Паралимпийских зимних игр 2014 года в городе Сочи, развитие города Сочи как горноклиматического курорта;188;09;01;5500000;;227 400,0;;
Обеспечение деятельности (оказание услуг) подведомственных учреждений;188;09;01;5509900;;227 400,0;;
Закупка товаров, работ и услуг для государственных нужд;188;09;01;5509900;200;227 400,0;;
Иные закупки товаров, работ и услуг для государственных нужд;188;09;01;5509900;240;227 400,0;;
Прочая закупка товаров, работ и услуг для государственных нужд;188;09;01;5509900;244;227 400,0;;
Амбулаторная помощь;188;09;02;;;1 186 796,6;1 190 495,6;1 191 332,4
Поликлиники, амбулатории, диагностические центры;188;09;02;4710000;;1 183 293,6;1 187 145,6;1 187 979,5
Выплата единовременного (выходного) пособия при увольнении военнослужащих и сотрудников правоохранительных органов;188;09;02;4718700;;2 271,8;2 271,8;2 271,8
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;02;4718700;100;2 271,8;2 271,8;2 271,8
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;02;4718700;130;2 271,8;2 271,8;2 271,8
Расходы на выплаты, зависящие от размера денежного довольствия;188;09;02;4718700;133;2 271,8;2 271,8;2 271,8
Ежемесячная денежная компенсация за наем (поднаем) жилых помещений;188;09;02;4718800;;200,2;200,2;200,2
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;02;4718800;100;200,2;200,2;200,2
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;02;4718800;130;200,2;200,2;200,2
Иные выплаты персоналу, за исключением денежного довольствия;188;09;02;4718800;134;200,2;200,2;200,2
Обеспечение деятельности (оказание услуг) подведомственных учреждений;188;09;02;4719900;;1 180 821,6;1 184 673,6;1 185 507,5
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;02;4719900;100;828 659,5;851 218,9;851 426,4
Расходы на выплаты персоналу казенных учреждений;188;09;02;4719900;110;615 116,9;641 105,1;641 105,1
Фонд оплаты труда и страховые взносы;188;09;02;4719900;111;614 941,9;641 080,1;641 080,1
Иные выплаты персоналу, за исключением фонда оплаты труда;188;09;02;4719900;112;175,0;25,0;25,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;02;4719900;130;213 542,6;210 113,8;210 321,3
Денежное довольствие военнослужащих и приравненных к ним лиц;188;09;02;4719900;131;206 897,9;202 973,9;202 973,9
Иные выплаты персоналу, за исключением денежного довольствия;188;09;02;4719900;134;6 644,7;7 139,9;7 347,4
Закупка товаров, работ и услуг для государственных нужд;188;09;02;4719900;200;351 724,1;333 368,7;333 995,1
Закупка товаров, работ и услуг для обеспечения специальным топливом и горюче-смазочными материалами, продовольственного и вещевого обеспечения органов в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;02;4719900;220;987,2;1 041,5;1 093,5
Вещевое обеспечение в рамках государственного оборонного заказа;188;09;02;4719900;225;987,2;1 041,5;1 093,5
Иные закупки товаров, работ и услуг для государственных нужд;188;09;02;4719900;240;350 736,9;332 327,2;332 901,6
Закупка товаров, работ, услуг в сфере информационно-коммуникационных технологий;188;09;02;4719900;242;3 643,8;;
Закупка товаров, работ, услуг в целях капитального ремонта государственного имущества;188;09;02;4719900;243;36 000,0;;13 000,0
Прочая закупка товаров, работ и услуг для государственных нужд;188;09;02;4719900;244;311 093,1;332 327,2;319 901,6
Иные бюджетные ассигнования;188;09;02;4719900;800;438,0;86,0;86,0
Уплата налогов, сборов и иных платежей;188;09;02;4719900;850;438,0;86,0;86,0
Уплата прочих налогов, сборов и иных платежей;188;09;02;4719900;852;438,0;86,0;86,0
Социальная помощь;188;09;02;5050000;;3 503,0;3 350,0;3 352,9
"Федеральный закон от 19 мая 1995 года № 81-ФЗ ""О государственных пособиях гражданам, имеющим детей""";188;09;02;5050500;;3 503,0;3 350,0;3 352,9
Пособие по беременности и родам;188;09;02;5050510;;1 408,6;1 408,6;1 408,6
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;02;5050510;100;1 408,6;1 408,6;1 408,6
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;02;5050510;130;1 408,6;1 408,6;1 408,6
Расходы на выплаты, зависящие от размера денежного довольствия;188;09;02;5050510;133;1 408,6;1 408,6;1 408,6
Единовременное пособие женщинам, вставшим на учет в медицинских учреждениях в ранние сроки беременности;188;09;02;5050511;;3,0;;
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;02;5050511;100;3,0;;
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;02;5050511;130;3,0;;
Иные выплаты персоналу, за исключением денежного довольствия;188;09;02;5050511;134;3,0;;
Единовременное пособие при рождении ребенка;188;09;02;5050512;;181,4;31,4;34,3
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;02;5050512;100;181,4;31,4;34,3
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;02;5050512;130;181,4;31,4;34,3
Иные выплаты персоналу, за исключением денежного довольствия;188;09;02;5050512;134;181,4;31,4;34,3
Ежемесячное пособие по уходу за ребенком;188;09;02;5050513;;1 910,0;1 910,0;1 910,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;02;5050513;100;1 910,0;1 910,0;1 910,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;02;5050513;130;1 910,0;1 910,0;1 910,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;09;02;5050513;133;1 910,0;1 910,0;1 910,0
Санаторно-оздоровительная помощь;188;09;05;;;4 356 990,8;4 209 940,3;3 985 231,3
Бюджетные инвестиции в объекты капитального строительства, не включенные в целевые программы;188;09;05;1020000;;278 096,2;551 524,0;551 524,0
Строительство специальных и военных объектов;188;09;05;1020300;;278 096,2;551 524,0;551 524,0
Бюджетные инвестиции;188;09;05;1020300;400;278 096,2;551 524,0;551 524,0
Бюджетные инвестиции в объекты государственной собственности федеральным государственным учреждениям;188;09;05;1020300;410;278 096,2;551 524,0;551 524,0
Бюджетные инвестиции в объекты государственной собственности казенным учреждениям в рамках государственного оборонного заказа;188;09;05;1020300;412;278 096,2;551 524,0;551 524,0
Санатории, пансионаты, дома отдыха и турбазы;188;09;05;4750000;;3 440 010,7;3 330 448,8;3 430 839,8
Ежемесячная денежная выплата по оплате жилых помещений, отопления и освещения медицинским и фармацевтическим работникам федеральных государственных учреждений, подведомственных федеральным органам исполнительной власти;188;09;05;4756000;;5 120,4;5 120,4;5 120,4
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;05;4756000;100;5 120,4;5 120,4;5 120,4
Расходы на выплаты персоналу казенных учреждений;188;09;05;4756000;110;5 120,4;5 120,4;5 120,4
Иные выплаты персоналу, за исключением фонда оплаты труда;188;09;05;4756000;112;5 120,4;5 120,4;5 120,4
Выплата единовременного (выходного) пособия при увольнении военнослужащих и сотрудников правоохранительных органов;188;09;05;4758700;;3 369,6;4 819,6;4 819,6
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;05;4758700;100;3 369,6;4 819,6;4 819,6
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;05;4758700;130;3 369,6;4 819,6;4 819,6
Расходы на выплаты, зависящие от размера денежного довольствия;188;09;05;4758700;133;3 369,6;4 819,6;4 819,6
Ежемесячная денежная компенсация за наем (поднаем) жилых помещений;188;09;05;4758800;;1 250,0;1 300,0;1 300,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;05;4758800;100;1 250,0;1 300,0;1 300,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;05;4758800;130;1 250,0;1 300,0;1 300,0
Иные выплаты персоналу, за исключением денежного довольствия;188;09;05;4758800;134;1 250,0;1 300,0;1 300,0
Обеспечение деятельности (оказание услуг) подведомственных учреждений;188;09;05;4759900;;3 430 270,7;3 319 208,8;3 419 599,8
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;05;4759900;100;1 252 580,7;1 266 190,2;1 266 416,0
Расходы на выплаты персоналу казенных учреждений;188;09;05;4759900;110;1 054 438,9;1 086 479,3;1 086 512,8
Фонд оплаты труда и страховые взносы;188;09;05;4759900;111;1 053 887,7;1 086 318,4;1 086 347,3
Иные выплаты персоналу, за исключением фонда оплаты труда;188;09;05;4759900;112;551,2;160,9;165,5
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;05;4759900;130;198 141,8;179 710,9;179 903,2
Денежное довольствие военнослужащих и приравненных к ним лиц;188;09;05;4759900;131;192 381,6;174 116,0;174 116,0
Иные выплаты персоналу, за исключением денежного довольствия;188;09;05;4759900;134;5 760,2;5 594,9;5 787,2
Закупка товаров, работ и услуг для государственных нужд;188;09;05;4759900;200;2 170 743,2;2 047 428,8;2 147 594,0
Закупка товаров, работ и услуг для обеспечения специальным топливом и горюче-смазочными материалами, продовольственного и вещевого обеспечения органов в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;05;4759900;220;517 068,7;536 931,3;562 098,2
Обеспечение специальным топливом и горюче-смазочными материалами в рамках государственного оборонного заказа;188;09;05;4759900;221;700,0;700,0;700,0
Обеспечение специальным топливом и горюче-смазочными материалами вне рамок государственного оборонного заказа;188;09;05;4759900;222;36 242,1;22 742,1;22 742,1
Продовольственное обеспечение в рамках государственного оборонного заказа;188;09;05;4759900;223;479 435,1;513 082,2;538 236,3
Вещевое обеспечение в рамках государственного оборонного заказа;188;09;05;4759900;225;243,6;257,0;269,8
Вещевое обеспечение вне рамок государственного оборонного заказа;188;09;05;4759900;226;447,9;150,0;150,0
Иные закупки товаров, работ и услуг для государственных нужд;188;09;05;4759900;240;1 653 674,5;1 510 497,5;1 585 495,8
Закупка товаров, работ, услуг в сфере информационно-коммуникационных технологий;188;09;05;4759900;242;13 922,1;1 070,0;1 070,0
Закупка товаров, работ, услуг в целях капитального ремонта государственного имущества;188;09;05;4759900;243;462 942,1;139 942,1;246 442,1
Прочая закупка товаров, работ и услуг для государственных нужд;188;09;05;4759900;244;1 176 810,3;1 369 485,4;1 337 983,7
Иные бюджетные ассигнования;188;09;05;4759900;800;6 946,8;5 589,8;5 589,8
Исполнение судебных актов;188;09;05;4759900;830;287,0;;
Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению вреда, причиненного в результате незаконных действий (бездействия) органов государственной власти (государственных органов) либо должностных лиц этих органов, а также в результате деятельности казенных учреждений;188;09;05;4759900;831;287,0;;
Уплата налогов, сборов и иных платежей;188;09;05;4759900;850;6 659,8;5 589,8;5 589,8
Уплата налога на имущество организаций и земельного налога;188;09;05;4759900;851;100,0;;
Уплата прочих налогов, сборов и иных платежей;188;09;05;4759900;852;6 559,8;5 589,8;5 589,8
Социальная помощь;188;09;05;5050000;;2 618,6;1 852,5;1 852,5
"Федеральный закон от 19 мая 1995 года № 81-ФЗ ""О государственных пособиях гражданам, имеющим детей""";188;09;05;5050500;;2 618,6;1 852,5;1 852,5
Пособие по беременности и родам;188;09;05;5050510;;1 400,0;750,0;750,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;05;5050510;100;1 400,0;750,0;750,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;05;5050510;130;1 400,0;750,0;750,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;09;05;5050510;133;1 400,0;750,0;750,0
Единовременное пособие женщинам, вставшим на учет в медицинских учреждениях в ранние сроки беременности;188;09;05;5050511;;132,5;2,5;2,5
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;05;5050511;100;132,5;2,5;2,5
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;05;5050511;130;132,5;2,5;2,5
Иные выплаты персоналу, за исключением денежного довольствия;188;09;05;5050511;134;132,5;2,5;2,5
Единовременное пособие при рождении ребенка;188;09;05;5050512;;186,1;200,0;200,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;05;5050512;100;186,1;200,0;200,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;05;5050512;130;186,1;200,0;200,0
Иные выплаты персоналу, за исключением денежного довольствия;188;09;05;5050512;134;186,1;200,0;200,0
Ежемесячное пособие по уходу за ребенком;188;09;05;5050513;;900,0;900,0;900,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;05;5050513;100;900,0;900,0;900,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;05;5050513;130;900,0;900,0;900,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;09;05;5050513;133;900,0;900,0;900,0
Реализация государственных функций в области социальной политики;188;09;05;5140000;;1 022,0;1 015,0;1 015,0
"Федеральный закон от 27 мая 1998 года № 76-ФЗ ""О статусе военнослужащих""";188;09;05;5142200;;1 000,0;1 000,0;1 000,0
Подъемное пособие при переезде военнослужащим, проходящим военную службу по контракту, на новое место военной службы в другой населенный пункт, в том числе на территорию или с территории иностранного государства, в связи с назначением на воинскую должность, зачислением в военное образовательное учреждение профессионального образования, срок обучения в котором более одного года, или в связи с передислокацией воинской части;188;09;05;5142204;;1 000,0;1 000,0;1 000,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;05;5142204;100;1 000,0;1 000,0;1 000,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;05;5142204;130;1 000,0;1 000,0;1 000,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;09;05;5142204;133;1 000,0;1 000,0;1 000,0
"Указ Президента Российской Федерации от 30 мая 1994 года № 1110 ""О размере компенсационных выплат отдельным категориям граждан""";188;09;05;5143500;;22,0;15,0;15,0
Ежемесячные компенсационные выплаты матерям (или другим родственникам, фактически осуществляющим уход за ребенком), состоящим в трудовых отношениях на условиях найма с организациями, и женщинам-военнослужащим, находящимся в отпуске по уходу за ребенком;188;09;05;5143503;;22,0;15,0;15,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;05;5143503;100;22,0;15,0;15,0
Расходы на выплаты персоналу казенных учреждений;188;09;05;5143503;110;15,0;12,0;12,0
Иные выплаты персоналу, за исключением фонда оплаты труда;188;09;05;5143503;112;15,0;12,0;12,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;05;5143503;130;7,0;3,0;3,0
Иные выплаты персоналу, за исключением денежного довольствия;188;09;05;5143503;134;7,0;3,0;3,0
Организация и проведение XXII Олимпийских зимних игр и XI Паралимпийских зимних игр 2014 года в городе Сочи, развитие города Сочи как горноклиматического курорта;188;09;05;5500000;;635 243,3;325 100,0;
Бюджетные инвестиции в объекты капитального строительства, не включенные в целевые программы;188;09;05;5500700;;543 343,3;325 100,0;
Строительство специальных и военных объектов;188;09;05;5500720;;543 343,3;325 100,0;
Бюджетные инвестиции;188;09;05;5500720;400;543 343,3;325 100,0;
Бюджетные инвестиции в объекты государственной собственности федеральным государственным учреждениям;188;09;05;5500720;410;543 343,3;325 100,0;
Бюджетные инвестиции в объекты государственной собственности казенным учреждениям в рамках государственного оборонного заказа;188;09;05;5500720;412;543 343,3;325 100,0;
Обеспечение деятельности (оказание услуг) подведомственных учреждений;188;09;05;5509900;;91 900,0;;
Закупка товаров, работ и услуг для государственных нужд;188;09;05;5509900;200;91 900,0;;
Иные закупки товаров, работ и услуг для государственных нужд;188;09;05;5509900;240;91 900,0;;
Прочая закупка товаров, работ и услуг для государственных нужд;188;09;05;5509900;244;91 900,0;;
Санитарно-эпидемиологическое благополучие;188;09;07;;;72 394,2;69 368,9;69 413,4
Органы, осуществляющие государственный санитарно-эпидемиологический надзор;188;09;07;4800000;;71 944,2;68 977,1;69 021,6
Выплата единовременного (выходного) пособия при увольнении военнослужащих и сотрудников правоохранительных органов;188;09;07;4808700;;1 000,0;1 000,0;1 000,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;07;4808700;100;1 000,0;1 000,0;1 000,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;07;4808700;130;1 000,0;1 000,0;1 000,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;09;07;4808700;133;1 000,0;1 000,0;1 000,0
Ежемесячная денежная компенсация за наем (поднаем) жилых помещений;188;09;07;4808800;;1 800,0;1 800,0;1 800,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;07;4808800;100;1 800,0;1 800,0;1 800,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;07;4808800;130;1 800,0;1 800,0;1 800,0
Иные выплаты персоналу, за исключением денежного довольствия;188;09;07;4808800;134;1 800,0;1 800,0;1 800,0
Обеспечение деятельности (оказание услуг) подведомственных учреждений;188;09;07;4809900;;69 144,2;66 177,1;66 221,6
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;07;4809900;100;61 104,8;58 795,4;58 795,4
Расходы на выплаты персоналу казенных учреждений;188;09;07;4809900;110;1 460,6;1 595,3;1 595,3
Фонд оплаты труда и страховые взносы;188;09;07;4809900;111;1 450,6;1 585,3;1 585,3
Иные выплаты персоналу, за исключением фонда оплаты труда;188;09;07;4809900;112;10,0;10,0;10,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;07;4809900;130;59 644,2;57 200,1;57 200,1
Денежное довольствие военнослужащих и приравненных к ним лиц;188;09;07;4809900;131;59 189,2;56 697,1;56 697,1
Иные выплаты персоналу, за исключением денежного довольствия;188;09;07;4809900;134;455,0;503,0;503,0
Закупка товаров, работ и услуг для государственных нужд;188;09;07;4809900;200;8 039,4;7 381,7;7 426,2
Иные закупки товаров, работ и услуг для государственных нужд;188;09;07;4809900;240;8 039,4;7 381,7;7 426,2
Закупка товаров, работ, услуг в сфере информационно-коммуникационных технологий;188;09;07;4809900;242;777,0;70,0;70,0
Прочая закупка товаров, работ и услуг для государственных нужд;188;09;07;4809900;244;7 262,4;7 311,7;7 356,2
Социальная помощь;188;09;07;5050000;;249,2;191,0;191,0
"Федеральный закон от 19 мая 1995 года № 81-ФЗ ""О государственных пособиях гражданам, имеющим детей""";188;09;07;5050500;;249,2;191,0;191,0
Пособие по беременности и родам;188;09;07;5050510;;125,0;125,0;125,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;07;5050510;100;125,0;125,0;125,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;07;5050510;130;125,0;125,0;125,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;09;07;5050510;133;125,0;125,0;125,0
Единовременное пособие женщинам, вставшим на учет в медицинских учреждениях в ранние сроки беременности;188;09;07;5050511;;0,5;0,5;0,5
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;07;5050511;100;0,5;0,5;0,5
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;07;5050511;130;0,5;0,5;0,5
Иные выплаты персоналу, за исключением денежного довольствия;188;09;07;5050511;134;0,5;0,5;0,5
Единовременное пособие при рождении ребенка;188;09;07;5050512;;12,0;15,5;15,5
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;07;5050512;100;12,0;15,5;15,5
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;07;5050512;130;12,0;15,5;15,5
Иные выплаты персоналу, за исключением денежного довольствия;188;09;07;5050512;134;12,0;15,5;15,5
Ежемесячное пособие по уходу за ребенком;188;09;07;5050513;;111,7;50,0;50,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;07;5050513;100;111,7;50,0;50,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;07;5050513;130;111,7;50,0;50,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;09;07;5050513;133;111,7;50,0;50,0
Реализация государственных функций в области социальной политики;188;09;07;5140000;;200,8;200,8;200,8
"Федеральный закон от 27 мая 1998 года № 76-ФЗ ""О статусе военнослужащих""";188;09;07;5142200;;200,0;200,0;200,0
Подъемное пособие при переезде военнослужащим, проходящим военную службу по контракту, на новое место военной службы в другой населенный пункт, в том числе на территорию или с территории иностранного государства, в связи с назначением на воинскую должность, зачислением в военное образовательное учреждение профессионального образования, срок обучения в котором более одного года, или в связи с передислокацией воинской части;188;09;07;5142204;;200,0;200,0;200,0
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;07;5142204;100;200,0;200,0;200,0
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;07;5142204;130;200,0;200,0;200,0
Расходы на выплаты, зависящие от размера денежного довольствия;188;09;07;5142204;133;200,0;200,0;200,0
"Указ Президента Российской Федерации от 30 мая 1994 года № 1110 ""О размере компенсационных выплат отдельным категориям граждан""";188;09;07;5143500;;0,8;0,8;0,8
Ежемесячные компенсационные выплаты матерям (или другим родственникам, фактически осуществляющим уход за ребенком), состоящим в трудовых отношениях на условиях найма с организациями, и женщинам-военнослужащим, находящимся в отпуске по уходу за ребенком;188;09;07;5143503;;0,8;0,8;0,8
Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными органами, казенными учреждениями, органами управления государственными внебюджетными фондами;188;09;07;5143503;100;0,8;0,8;0,8
Расходы на выплаты персоналу в сфере национальной безопасности, правоохранительной деятельности и обороны;188;09;07;5143503;130;0,8;0,8;0,8
